year,scenario,ecosystem_integrity,circulation_health,resource_base,social_order,technological_capacity,civilizational_survival_index
289,Natural Complementary Science,0.571429457662891,0.5501551980476069,1.0,0.7827132183548791,1.0,0.7263746195640007
290,Natural Complementary Science,0.5714294204410496,0.5501550744768089,1.0,0.7826890669203098,1.0,0.7263709547895635
291,Natural Complementary Science,0.5714293847825255,0.5501549555981777,1.0,0.7826652046075154,1.0,0.7263673350254294
292,Natural Complementary Science,0.5714293506216593,0.5501548412356998,1.0,0.7826416279734542,1.0,0.7263637596914408
293,Natural Complementary Science,0.5714293178955496,0.5501547312198629,1.0,0.782618333615409,1.0,0.7263602282159419
294,Natural Complementary Science,0.5714292865439365,0.5501546253874217,1.0,0.7825953181705405,1.0,0.7263567400356173
295,Natural Complementary Science,0.5714292565090912,0.55015452358117,1.0,0.7825725783154438,1.0,0.7263532945953364
296,Natural Complementary Science,0.5714292277357094,0.5501544256497222,1.0,0.7825501107657094,1.0,0.7263498913479998
297,Natural Complementary Science,0.5714292001708096,0.5501543314473012,1.0,0.7825279122754875,1.0,0.7263465297543912
298,Natural Complementary Science,0.5714291737636356,0.5501542408335349,1.0,0.7825059796370577,1.0,0.7263432092830331
299,Natural Complementary Science,0.5714291484655628,0.5501541536732597,1.0,0.7824843096804016,1.0,0.726339929410044
300,Natural Complementary Science,0.5714291242300091,0.550154069836331,1.0,0.7824628992727793,1.0,0.7263366896190023
0,Accelerated Extraction Collapse,0.82,0.78,0.86,0.8,0.55,0.788
1,Accelerated Extraction Collapse,0.7625371249999999,0.731977706875,0.9021364149300002,0.79342259985221,0.5588919256565209,0.7670854297482336
2,Accelerated Extraction Collapse,0.7046705694460331,0.6836088002085378,0.9396044491854879,0.78681201093834,0.5680763465383507,0.745053697017628
3,Accelerated Extraction Collapse,0.6463816950140704,0.634884124606347,0.9723690801196172,0.7800584209220092,0.5774970243396841,0.721867821252001
4,Accelerated Extraction Collapse,0.587655233699498,0.5857962402795824,1.0,0.7730426364051977,0.5870926638857621,0.6974112920291009
5,Accelerated Extraction Collapse,0.528479645090068,0.5363396017196206,1.0,0.7650091847440085,0.5965678016569222,0.667036951834219
6,Accelerated Extraction Collapse,0.46886191033138436,0.48651810227630493,1.0,0.7559186807604853,0.6059065818683295,0.6362665589693972
7,Accelerated Extraction Collapse,0.4088100938159779,0.43633618062756413,1.0,0.745765425087652,0.6150930632446442,0.6051011933892966
8,Accelerated Extraction Collapse,0.34833335841071267,0.38579882847573294,1.0,0.7345438946888695,0.6241112216649772,0.5730067147868471
9,Accelerated Extraction Collapse,0.28744197974247226,0.33491159818354904,1.0,0.7222130487865144,0.6329325128139942,0.5166279235442266
10,Accelerated Extraction Collapse,0.22614815406314154,0.2836810087381768,0.9988640575358279,0.7071504468262809,0.6409747095469857,0.44758120736114526
11,Accelerated Extraction Collapse,0.16450149132803235,0.23213226984722354,0.9927589571872469,0.6884627804661092,0.6478784806810411,0.3764819946705892
12,Accelerated Extraction Collapse,0.10257500790713668,0.18030233206181207,0.9816641069120476,0.6660281102818973,0.6535432417664704,0.30336430676466875
13,Accelerated Extraction Collapse,0.04044853757550075,0.1282317301134555,0.9655644157901543,0.6397282021701249,0.6578733348404677,0.22827059824006074
14,Accelerated Extraction Collapse,0.0,0.0762913263794284,0.9453380554509412,0.6098607601504688,0.6607927350219439,0.1652210422603406
15,Accelerated Extraction Collapse,0.0,0.02512955359377588,0.9226454201773634,0.5775740520107719,0.662420469872246,0.1267669837350422
16,Accelerated Extraction Collapse,0.0,0.0,0.8987407064858233,0.5437296898835908,0.6630401621365001,0.10261161099335328
17,Accelerated Extraction Collapse,0.0,0.0,0.8748337619021318,0.5088885732656705,0.6628454470472387,0.09258458307500081
18,Accelerated Extraction Collapse,0.0,0.0,0.8509275182927617,0.47359120152157985,0.6620315226656304,0.08242733615335238
19,Accelerated Extraction Collapse,0.0,0.0,0.8270242048111655,0.43783855162438234,0.6606145398087859,0.07214207768676903
20,Accelerated Extraction Collapse,0.0,0.0,0.8031259924678538,0.40163164635542636,0.6586110936911109,0.061731054815995806
21,Accelerated Extraction Collapse,0.0,0.0,0.7792349925305657,0.36497155289838795,0.6560382186657641,0.051196553307447795
22,Accelerated Extraction Collapse,0.0,0.0,0.7553532549433689,0.3278593814013453,0.6529133828903346,0.03342426908119858
23,Accelerated Extraction Collapse,0.0,0.0,0.7314827667649637,0.28982184168025776,0.649090875172066,0.010335937662320854
24,Accelerated Extraction Collapse,0.0,0.0,0.7076260396143442,0.2505204389044184,0.6444666442801936,0.0
25,Accelerated Extraction Collapse,0.0,0.0,0.6837859596949355,0.20993098425927853,0.6390420601292108,0.0
26,Accelerated Extraction Collapse,0.0,0.0,0.6599654082784703,0.16802888236415656,0.632819237173739,0.0
27,Accelerated Extraction Collapse,0.0,0.0,0.6361672590246448,0.12478912320577377,0.6258010495308085,0.0
28,Accelerated Extraction Collapse,0.0,0.0,0.6123943752463339,0.08018627385490529,0.6179911460586088,0.0
29,Accelerated Extraction Collapse,0.0,0.0,0.5886496071205228,0.0341944699607378,0.609393965394499,0.0
30,Accelerated Extraction Collapse,0.0,0.0,0.5649357888451026,0.0,0.6001382116085042,0.0
31,Accelerated Extraction Collapse,0.0,0.0,0.5412552912833121,0.0,0.5906382116085043,0.0
32,Accelerated Extraction Collapse,0.0,0.0,0.5176089937215215,0.0,0.5811382116085043,0.0
33,Accelerated Extraction Collapse,0.0,0.0,0.49399689615973086,0.0,0.5716382116085044,0.0
34,Accelerated Extraction Collapse,0.0,0.0,0.47041899859794023,0.0,0.5621382116085044,0.0
35,Accelerated Extraction Collapse,0.0,0.0,0.4468753010361496,0.0,0.5526382116085045,0.0
36,Accelerated Extraction Collapse,0.0,0.0,0.4233658034743589,0.0,0.5431382116085045,0.0
37,Accelerated Extraction Collapse,0.0,0.0,0.3998905059125683,0.0,0.5336382116085046,0.0
38,Accelerated Extraction Collapse,0.0,0.0,0.37644940835077767,0.0,0.5241382116085046,0.0
39,Accelerated Extraction Collapse,0.0,0.0,0.353042510788987,0.0,0.5146382116085046,0.0
40,Accelerated Extraction Collapse,0.0,0.0,0.3296698132271964,0.0,0.5051382116085047,0.0
41,Accelerated Extraction Collapse,0.0,0.0,0.3063313156654058,0.0,0.49549299598869895,0.0
42,Accelerated Extraction Collapse,0.0,0.0,0.28302754087984644,0.0,0.48568107681488043,0.0
43,Accelerated Extraction Collapse,0.0,0.0,0.25975908900331285,0.0,0.4757027021068793,0.0
44,Accelerated Extraction Collapse,0.0,0.0,0.2365265592757281,0.0,0.4655581241711887,0.0
45,Accelerated Extraction Collapse,0.0,0.0,0.21333055002871185,0.0,0.45524759959458677,0.0
46,Accelerated Extraction Collapse,0.0,0.0,0.19017165867017136,0.0,0.444771389237649,0.0
47,Accelerated Extraction Collapse,0.0,0.0,0.16705048166891584,0.0,0.4341297582281502,0.0
48,Accelerated Extraction Collapse,0.0,0.0,0.14396761453929452,0.0,0.42332297595435675,0.0
49,Accelerated Extraction Collapse,0.0,0.0,0.12092365182585883,0.0,0.41235131605820885,0.0
50,Accelerated Extraction Collapse,0.0,0.0,0.09791918708804928,0.0,0.40121505642839356,0.0
51,Accelerated Extraction Collapse,0.0,0.0,0.07495481288490706,0.0,0.3899144791933082,0.0
52,Accelerated Extraction Collapse,0.0,0.0,0.052031120759811145,0.0,0.37844987071391467,0.0
53,Accelerated Extraction Collapse,0.0,0.0,0.02914870122524105,0.0,0.36682152157648473,0.0
54,Accelerated Extraction Collapse,0.0,0.0,0.006308143747565706,0.0,0.35502972658523646,0.0
55,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.3430747847548619,0.0
56,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.3310747847548619,0.0
57,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.3190747847548619,0.0
58,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.3070747847548619,0.0
59,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.2950747847548619,0.0
60,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.28307478475486186,0.0
61,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.27107478475486185,0.0
62,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.25907478475486184,0.0
63,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.24707478475486183,0.0
64,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.23507478475486182,0.0
65,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.2230747847548618,0.0
66,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.2110747847548618,0.0
67,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.1990747847548618,0.0
68,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.18707478475486178,0.0
69,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.17507478475486177,0.0
70,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.16307478475486176,0.0
71,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.15107478475486175,0.0
72,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.13907478475486174,0.0
73,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.12707478475486172,0.0
74,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.11507478475486173,0.0
75,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.10307478475486173,0.0
76,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.09107478475486173,0.0
77,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.07907478475486174,0.0
78,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.06707478475486174,0.0
79,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.05507478475486174,0.0
80,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.043074784754861734,0.0
81,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.03107478475486173,0.0
82,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.019074784754861726,0.0
83,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.007074784754861724,0.0
84,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
85,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
86,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
87,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
88,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
89,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
90,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
91,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
92,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
93,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
94,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
95,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
96,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
97,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
98,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
99,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
100,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
101,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
102,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
103,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
104,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
105,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
106,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
107,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
108,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
109,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
110,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
111,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
112,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
113,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
114,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
115,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
116,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
117,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
118,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
119,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
120,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
121,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
122,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
123,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
124,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
125,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
126,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
127,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
128,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
129,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
130,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
131,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
132,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
133,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
134,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
135,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
136,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
137,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
138,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
139,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
140,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
141,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
142,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
143,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
144,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
145,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
146,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
147,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
148,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
149,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
150,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
151,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
152,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
153,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
154,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
155,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
156,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
157,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
158,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
159,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
160,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
161,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
162,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
163,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
164,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
165,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
166,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
167,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
168,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
169,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
170,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
171,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
172,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
173,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
174,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
175,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
176,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
177,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
178,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
179,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
180,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
181,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
182,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
183,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
184,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
185,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
186,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
187,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
188,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
189,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
190,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
191,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
192,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
193,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
194,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
195,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
196,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
197,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
198,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
199,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
200,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
201,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
202,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
203,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
204,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
205,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
206,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
207,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
208,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
209,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
210,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
211,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
212,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
213,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
214,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
215,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
216,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
217,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
218,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
219,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
220,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
221,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
222,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
223,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
224,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
225,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
226,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
227,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
228,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
229,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
230,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
231,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
232,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
233,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
234,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
235,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
236,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
237,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
238,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
239,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
240,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
241,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
242,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
243,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
244,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
245,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
246,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
247,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
248,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
249,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
250,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
251,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
252,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
253,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
254,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
255,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
256,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
257,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
258,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
259,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
260,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
261,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
262,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
263,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
264,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
265,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
266,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
267,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
268,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
269,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
270,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
271,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
272,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
273,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
274,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
275,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
276,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
277,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
278,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
279,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
280,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
281,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
282,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
283,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
284,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
285,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
286,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
287,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
288,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
289,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
290,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
291,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
292,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
293,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
294,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
295,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
296,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
297,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
298,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
299,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
300,Accelerated Extraction Collapse,0.0,0.0,0.0,0.0,0.0,0.0
